match_id,tournament_year,game_type,stage_raw,stage,is_knockout,match_date,country_a,country_b,country_a_code,country_b_code,goals_a_90,goals_b_90,outcome_90,goals_a_after_extra_time,goals_b_after_extra_time,penalties_a,penalties_b,extra_time,score_details,venue,rank_a,rank_b,ranking_points_a,ranking_points_b,rank_diff,ranking_points_diff,confederation_a,confederation_b,same_confederation
1,1930,championship,Group 1,group,false,1930-07-13,France,Mexico,,,4,1,A_WIN,,,,,false,(3-0),"Estadio Pocitos, Montevideo",,,,,,,,,
2,1930,championship,Group 1,group,false,1930-07-15,Argentina,France,,,1,0,A_WIN,,,,,false,(0-0),"Estadio Parque Central, Montevideo",,,,,,,,,
3,1930,championship,Group 1,group,false,1930-07-16,Chile,Mexico,,,3,0,A_WIN,,,,,false,(1-0),"Estadio Parque Central, Montevideo",,,,,,,,,
4,1930,championship,Group 1,group,false,1930-07-19,Chile,France,,,1,0,A_WIN,,,,,false,(0-0),"Estadio Centenario, Montevideo",,,,,,,,,
5,1930,championship,Group 1,group,false,1930-07-19,Argentina,Mexico,,,6,3,A_WIN,,,,,false,(3-1),"Estadio Centenario, Montevideo",,,,,,,,,
6,1930,championship,Group 1,group,false,1930-07-22,Argentina,Chile,,,3,1,A_WIN,,,,,false,(2-1),"Estadio Centenario, Montevideo",,,,,,,,,
7,1930,championship,Group 2,group,false,1930-07-14,Yugoslavia,Brazil,,,2,1,A_WIN,,,,,false,(2-0),"Estadio Parque Central, Montevideo",,,,,,,,,
8,1930,championship,Group 2,group,false,1930-07-17,Yugoslavia,Bolivia,,,4,0,A_WIN,,,,,false,(0-0),"Estadio Parque Central, Montevideo",,,,,,,,,
9,1930,championship,Group 2,group,false,1930-07-20,Brazil,Bolivia,,,4,0,A_WIN,,,,,false,(1-0),"Estadio Centenario, Montevideo",,,,,,,,,
10,1930,championship,Group 3,group,false,1930-07-14,Romania,Peru,,,3,1,A_WIN,,,,,false,(1-0),"Estadio Pocitos, Montevideo",,,,,,,,,
11,1930,championship,Group 3,group,false,1930-07-18,Uruguay,Peru,,,1,0,A_WIN,,,,,false,(0-0),"Estadio Centenario, Montevideo",,,,,,,,,
12,1930,championship,Group 3,group,false,1930-07-21,Uruguay,Romania,,,4,0,A_WIN,,,,,false,(4-0),"Estadio Centenario, Montevideo",,,,,,,,,
13,1930,championship,Group 4,group,false,1930-07-13,USA,Belgium,,,3,0,A_WIN,,,,,false,(2-0),"Estadio Parque Central, Montevideo",,,,,,,,,
14,1930,championship,Group 4,group,false,1930-07-17,USA,Paraguay,,,3,0,A_WIN,,,,,false,(2-0),"Estadio Parque Central, Montevideo",,,,,,,,,
15,1930,championship,Group 4,group,false,1930-07-20,Paraguay,Belgium,,,1,0,A_WIN,,,,,false,(1-0),"Estadio Centenario, Montevideo",,,,,,,,,
16,1930,championship,Semi-finals,semi_final,true,1930-07-26,Argentina,USA,,,6,1,A_WIN,,,,,false,(1-0),"Estadio Centenario, Montevideo",,,,,,,,,
17,1930,championship,Semi-finals,semi_final,true,1930-07-27,Uruguay,Yugoslavia,,,6,1,A_WIN,,,,,false,(3-1),"Estadio Centenario, Montevideo",,,,,,,,,
18,1930,championship,Final,final,true,1930-07-30,Uruguay,Argentina,,,4,2,A_WIN,,,,,false,(1-2),"Estadio Centenario, Montevideo",,,,,,,,,
19,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Sweden,Argentina,,,3,2,A_WIN,,,,,false,(1-1),"Stadio Littoriale, Bologna",,,,,,,,,
20,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Austria,France,,,1,1,DRAW,3,2,,,true,"a.e.t. (1-1, 1-1)","Stadio Benito Mussolini, Turin",,,,,,,,,
21,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Germany,Belgium,,,5,2,A_WIN,,,,,false,(1-2),"Stadio Giovanni Berta, Florence",,,,,,,,,
22,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Spain,Brazil,,,3,1,A_WIN,,,,,false,(3-0),"Stadio Luigi Ferraris, Genoa",,,,,,,,,
23,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Hungary,Egypt,,,4,2,A_WIN,,,,,false,(2-2),"Stadio Giorgio Ascarelli, Naples",,,,,,,,,
24,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Switzerland,Netherlands,,,3,2,A_WIN,,,,,false,(2-1),"Stadio San Siro, Milan",,,,,,,,,
25,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Italy,United States,,,7,1,A_WIN,,,,,false,(3-0),"Stadio Nazionale PNF, Rome",,,,,,,,,
26,1934,championship,Preliminary round,preliminary_round,true,1934-05-27,Czechoslovakia,Romania,,,2,1,A_WIN,,,,,false,(0-1),"Stadio Littorio, Trieste",,,,,,,,,
27,1934,championship,Quarter-finals,quarter_final,true,1934-05-31,Czechoslovakia,Switzerland,,,3,2,A_WIN,,,,,false,(1-1),"Stadio Benito Mussolini, Turin",,,,,,,,,
28,1934,championship,Quarter-finals,quarter_final,true,1934-05-31,Germany,Sweden,,,2,1,A_WIN,,,,,false,(0-0),"Stadio San Siro, Milan",,,,,,,,,
29,1934,championship,Quarter-finals,quarter_final,true,1934-05-31,Italy,Spain,,,1,1,DRAW,1,1,,,true,"a.e.t. (1-1, 1-1)","Stadio Giovanni Berta, Florence",,,,,,,,,
30,1934,championship,Quarter-finals,quarter_final,true,1934-05-31,Austria,Hungary,,,2,1,A_WIN,,,,,false,(1-0),"Stadio Littoriale, Bologna",,,,,,,,,
31,1934,championship,"Quarter-finals, Replays",quarter_final,true,1934-06-01,Italy,Spain,,,1,0,A_WIN,,,,,false,(1-0),"Stadio Giovanni Berta, Florence",,,,,,,,,
32,1934,championship,Semi-finals,semi_final,true,1934-06-03,Italy,Austria,,,1,0,A_WIN,,,,,false,(1-0),"Stadio San Siro, Milan",,,,,,,,,
33,1934,championship,Semi-finals,semi_final,true,1934-06-03,Czechoslovakia,Germany,,,3,1,A_WIN,,,,,false,(1-0),"Stadio Nazionale PNF, Rome",,,,,,,,,
34,1934,championship,Third-place match,third_place,true,1934-06-07,Germany,Austria,,,3,2,A_WIN,,,,,false,(3-1),"Stadio Giorgio Ascarelli, Naples",,,,,,,,,
35,1934,championship,Final,final,true,1934-06-10,Italy,Czechoslovakia,,,1,1,DRAW,2,1,,,true,"a.e.t. (1-1, 0-0)","Stadio Nazionale PNF, Rome",,,,,,,,,
36,1938,championship,First round,first_round,true,1938-06-04,Switzerland,Germany,,,1,1,DRAW,1,1,,,true,"a.e.t. (1-1, 1-1)","Parc des Princes, Paris",,,,,,,,,
37,1938,championship,First round,first_round,true,1938-06-05,Hungary,Dutch East Indies,,,6,0,A_WIN,,,,,false,(4-0),"Vélodrome Municipal, Reims",,,,,,,,,
38,1938,championship,First round,first_round,true,1938-06-05,France,Belgium,,,3,1,A_WIN,,,,,false,(2-1),"Stade Olympique de Colombes, Paris",,,,,,,,,
39,1938,championship,First round,first_round,true,1938-06-05,Cuba,Romania,,,2,2,DRAW,3,3,,,true,"a.e.t. (2-2, 1-1)","Stade Chapou, Toulouse",,,,,,,,,
40,1938,championship,First round,first_round,true,1938-06-05,Italy,Norway,,,1,1,DRAW,2,1,,,true,"a.e.t. (1-1, 1-0)","Stade Vélodrome, Marseille",,,,,,,,,
41,1938,championship,First round,first_round,true,1938-06-05,Brazil,Poland,,,4,4,DRAW,6,5,,,true,"a.e.t. (4-4, 3-1)","Stade de la Meinau, Strasbourg",,,,,,,,,
42,1938,championship,First round,first_round,true,1938-06-05,Czechoslovakia,Netherlands,,,0,0,DRAW,3,0,,,true,"a.e.t. (0-0, 0-0)","Stade municipal, Le Havre",,,,,,,,,
43,1938,championship,"First round, Replays",first_round,true,1938-06-09,Cuba,Romania,,,2,1,A_WIN,,,,,false,(0-1),"Stade Chapou, Toulouse",,,,,,,,,
44,1938,championship,"First round, Replays",first_round,true,1938-06-09,Germany,Switzerland,,,2,4,B_WIN,,,,,false,(2-1),"Parc des Princes, Paris",,,,,,,,,
45,1938,championship,Quarter-finals,quarter_final,true,1938-06-12,Brazil,Czechoslovakia,,,1,1,DRAW,1,1,,,true,"a.e.t. (1-1, 1-0)","Parc Lescure, Bordeaux",,,,,,,,,
46,1938,championship,Quarter-finals,quarter_final,true,1938-06-12,Switzerland,Hungary,,,0,2,B_WIN,,,,,false,(0-1),"Stade Victor Boucquey, Lille",,,,,,,,,
47,1938,championship,Quarter-finals,quarter_final,true,1938-06-12,Sweden,Cuba,,,8,0,A_WIN,,,,,false,(4-0),"Stade du Fort Carré, Antibes",,,,,,,,,
48,1938,championship,Quarter-finals,quarter_final,true,1938-06-12,France,Italy,,,1,3,B_WIN,,,,,false,(1-1),"Stade Olympique de Colombes, Paris",,,,,,,,,
49,1938,championship,"Quarter-finals, Replays",quarter_final,true,1938-06-14,Brazil,Czechoslovakia,,,2,1,A_WIN,,,,,false,(0-1),"Parc Lescure, Bordeaux",,,,,,,,,
50,1938,championship,Semi-finals,semi_final,true,1938-06-16,Hungary,Sweden,,,5,1,A_WIN,,,,,false,(3-1),"Parc des Princes, Paris",,,,,,,,,
51,1938,championship,Semi-finals,semi_final,true,1938-06-16,Italy,Brazil,,,2,1,A_WIN,,,,,false,(0-0),"Stade Vélodrome, Marseille",,,,,,,,,
52,1938,championship,Match for third place,third_place,true,1938-06-19,Sweden,Brazil,,,2,4,B_WIN,,,,,false,(2-1),"Parc Lescure, Bordeaux",,,,,,,,,
53,1938,championship,Final,final,true,1938-06-19,Hungary,Italy,,,2,4,B_WIN,,,,,false,(1-3),"Stade Olympique de Colombes, Paris",,,,,,,,,
54,1950,championship,Group 1,group,false,1950-06-24,Brazil,Mexico,,,4,0,A_WIN,,,,,false,(1-0),"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
55,1950,championship,Group 1,group,false,1950-06-25,Yugoslavia,Switzerland,,,3,0,A_WIN,,,,,false,(0-0),"Estádio Independência, Belo Horizonte",,,,,,,,,
56,1950,championship,Group 1,group,false,1950-06-28,Brazil,Switzerland,,,2,2,DRAW,,,,,false,(2-1),"Estádio do Pacaembu, São Paulo",,,,,,,,,
57,1950,championship,Group 1,group,false,1950-06-28,Yugoslavia,Mexico,,,4,1,A_WIN,,,,,false,(2-0),"Estádio dos Eucaliptos, Porto Alegre",,,,,,,,,
58,1950,championship,Group 1,group,false,1950-07-01,Brazil,Yugoslavia,,,2,0,A_WIN,,,,,false,(1-0),"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
59,1950,championship,Group 1,group,false,1950-07-02,Switzerland,Mexico,,,2,1,A_WIN,,,,,false,(2-0),"Estádio dos Eucaliptos, Porto Alegre",,,,,,,,,
60,1950,championship,Group 2,group,false,1950-06-25,England,Chile,,,2,0,A_WIN,,,,,false,,"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
61,1950,championship,Group 2,group,false,1950-06-25,Spain,United States,,,3,1,A_WIN,,,,,false,,"Estádio Durival de Britto, Curitiba",,,,,,,,,
62,1950,championship,Group 2,group,false,1950-06-29,Spain,Chile,,,2,0,A_WIN,,,,,false,,"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
63,1950,championship,Group 2,group,false,1950-06-29,United States,England,,,1,0,A_WIN,,,,,false,,"Estádio Independência, Belo Horizonte",,,,,,,,,
64,1950,championship,Group 2,group,false,1950-07-02,Spain,England,,,1,0,A_WIN,,,,,false,,"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
65,1950,championship,Group 2,group,false,1950-07-02,Chile,United States,,,5,2,A_WIN,,,,,false,,"Estádio Ilha do Retiro, Recife",,,,,,,,,
66,1950,championship,Group 3,group,false,1950-06-25,Sweden,Italy,,,3,2,A_WIN,,,,,false,,"Estádio do Pacaembu, São Paulo",,,,,,,,,
67,1950,championship,Group 3,group,false,1950-06-29,Sweden,Paraguay,,,2,2,DRAW,,,,,false,,"Estádio Durival Britto, Curitiba",,,,,,,,,
68,1950,championship,Group 3,group,false,1950-07-02,Italy,Paraguay,,,2,0,A_WIN,,,,,false,,"Estádio do Pacaembu, São Paulo",,,,,,,,,
69,1950,championship,Group 4,group,false,1950-07-02,Uruguay,Bolivia,,,8,0,A_WIN,,,,,false,,"Estádio Independência, Belo Horizonte",,,,,,,,,
70,1950,championship,Final Round,final_group,false,1950-07-09,Uruguay,Spain,,,2,2,DRAW,,,,,false,,"Estádio do Pacaembu, São Paulo",,,,,,,,,
71,1950,championship,Final Round,final_group,false,1950-07-09,Brazil,Sweden,,,7,1,A_WIN,,,,,false,,"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
72,1950,championship,Final Round,final_group,false,1950-07-13,Brazil,Spain,,,6,1,A_WIN,,,,,false,,"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
73,1950,championship,Final Round,final_group,false,1950-07-13,Uruguay,Sweden,,,3,2,A_WIN,,,,,false,,"Estádio do Pacaembu, São Paulo",,,,,,,,,
74,1950,championship,Final Round,final_group,false,1950-07-16,Sweden,Spain,,,3,1,A_WIN,,,,,false,,"Estádio do Pacaembu, São Paulo",,,,,,,,,
75,1950,championship,Final Round,final_group,false,1950-07-16,Uruguay,Brazil,,,2,1,A_WIN,,,,,false,,"Estádio do Maracanã, Rio de Janeiro",,,,,,,,,
76,1954,championship,Group 1,group,false,,16 June    Brazil,Mexico,,,5,0,A_WIN,,,,,false,,"Charmilles Stadium, Geneva",,,,,,,,,
77,1954,championship,Group 1,group,false,,16 June    Yugoslavia,France,,,1,0,A_WIN,,,,,false,,"Stade Olympique de la Pontaise, Lausanne",,,,,,,,,
78,1954,championship,Group 1,group,false,,19 June    Brazil,Yugoslavia,,,1,1,DRAW,1,1,,,true,a.e.t. (1-1),"Stade Olympique de la Pontaise, Lausanne",,,,,,,,,
79,1954,championship,Group 1,group,false,,19 June    France,Mexico,,,3,2,A_WIN,,,,,false,,"Charmilles Stadium, Geneva",,,,,,,,,
80,1954,championship,Group 2,group,false,,17 June    West Germany,Turkey,,,4,1,A_WIN,,,,,false,,"Wankdorf Stadium, Bern",,,,,,,,,
81,1954,championship,Group 2,group,false,,17 June    Hungary,South Korea,,,9,0,A_WIN,,,,,false,,"Hardturm Stadium, Zürich",,,,,,,,,
82,1954,championship,Group 2,group,false,,20 June    Hungary,West Germany,,,8,3,A_WIN,,,,,false,,"St. Jakob Stadium, Basel",,,,,,,,,
83,1954,championship,Group 2,group,false,,20 June    Turkey,South Korea,,,7,0,A_WIN,,,,,false,,"Charmilles Stadium, Geneva",,,,,,,,,
84,1954,championship,Group 2 Play-off,group_playoff,false,,23 June    West Germany,Turkey,,,7,2,A_WIN,,,,,false,,"Hardturm Stadium, Zürich",,,,,,,,,
85,1954,championship,Group 3,group,false,,16 June    Uruguay,Czechoslovakia,,,2,0,A_WIN,,,,,false,,"Wankdorf Stadium, Bern",,,,,,,,,
86,1954,championship,Group 3,group,false,,16 June    Austria,Scotland,,,1,0,A_WIN,,,,,false,,"Hardturm Stadium, Zürich",,,,,,,,,
87,1954,championship,Group 3,group,false,,19 June    Austria,Czechoslovakia,,,5,0,A_WIN,,,,,false,,"Hardturm Stadium, Zürich",,,,,,,,,
88,1954,championship,Group 3,group,false,,19 June    Uruguay,Scotland,,,7,0,A_WIN,,,,,false,,"St. Jakob Stadium, Basel",,,,,,,,,
89,1954,championship,Group 4,group,false,,17 June    England,Belgium,,,3,3,DRAW,4,4,,,true,a.e.t. (3-3),"St. Jakob Stadium, Basel",,,,,,,,,
90,1954,championship,Group 4,group,false,,17 June    Switzerland,Italy,,,2,1,A_WIN,,,,,false,,"Stade Olympique de la Pontaise, Lausanne",,,,,,,,,
91,1954,championship,Group 4,group,false,,20 June    England,Switzerland,,,2,0,A_WIN,,,,,false,,"Wankdorf Stadium, Bern",,,,,,,,,
92,1954,championship,Group 4,group,false,,20 June    Italy,Belgium,,,4,1,A_WIN,,,,,false,,"Cornaredo Stadium, Lugano",,,,,,,,,
93,1954,championship,Group 4 Play-off,group_playoff,false,,23 June    Switzerland,Italy,,,4,1,A_WIN,,,,,false,,"St. Jakob Stadium, Basel",,,,,,,,,
94,1954,championship,Quarter-finals,quarter_final,true,,26 June    Austria,Switzerland,,,7,5,A_WIN,,,,,false,,"Stade Olympique de la Pontaise, Lausanne",,,,,,,,,
95,1954,championship,Quarter-finals,quarter_final,true,,26 June    Uruguay,England,,,4,2,A_WIN,,,,,false,,"St. Jakob Stadium, Basel",,,,,,,,,
96,1954,championship,Quarter-finals,quarter_final,true,,27 June    Yugoslavia,West Germany,,,0,2,B_WIN,,,,,false,,"Charmilles Stadium, Geneva",,,,,,,,,
97,1954,championship,Quarter-finals,quarter_final,true,,27 June    Brazil,Hungary,,,2,4,B_WIN,,,,,false,,"Wankdorf Stadium, Bern",,,,,,,,,
98,1954,championship,Semi-finals,semi_final,true,,30 June    West Germany,Austria,,,6,1,A_WIN,,,,,false,,"St. Jakob Stadium, Basel",,,,,,,,,
99,1954,championship,Semi-finals,semi_final,true,,30 June    Hungary,Uruguay,,,2,2,DRAW,4,2,,,true,a.e.t. (2-2),"Stade Olympique de la Pontaise, Lausanne",,,,,,,,,
100,1954,championship,Third-place match,third_place,true,,3 July     Uruguay,Austria,,,1,3,B_WIN,,,,,false,,"Hardturm Stadium, Zürich",,,,,,,,,
101,1954,championship,Final,final,true,,4 July     Hungary,West Germany,,,2,3,B_WIN,,,,,false,,"Wankdorf Stadium, Bern",,,,,,,,,
102,1958,championship,Group 1,group,false,,8 June     West Germany,Argentina,,,3,1,A_WIN,,,,,false,,"Malmö Stadion, Malmö",,,,,,,,,
103,1958,championship,Group 1,group,false,,8 June     Northern Ireland,Czechoslovakia,,,1,0,A_WIN,,,,,false,,"Örjans Vall, Halmstad",,,,,,,,,
104,1958,championship,Group 1,group,false,,11 June    Argentina,Northern Ireland,,,3,1,A_WIN,,,,,false,,"Örjans Vall, Halmstad",,,,,,,,,
105,1958,championship,Group 1,group,false,,11 June    West Germany,Czechoslovakia,,,2,2,DRAW,,,,,false,,"Olympiastadion, Helsingborg",,,,,,,,,
106,1958,championship,Group 1,group,false,,15 June    West Germany,Northern Ireland,,,2,2,DRAW,,,,,false,,"Malmö Stadion, Malmö",,,,,,,,,
107,1958,championship,Group 1,group,false,,15 June    Czechoslovakia,Argentina,,,6,1,A_WIN,,,,,false,,"Olympiastadion, Helsingborg",,,,,,,,,
108,1958,championship,Group 1 Play-off,group_playoff,false,,17 June   Northern Ireland,Czechoslovakia,,,1,1,DRAW,2,1,,,true,a.e.t. (1-1),"Malmö Stadion, Malmö",,,,,,,,,
109,1958,championship,Group 2,group,false,,8 June      France,Paraguay,,,7,3,A_WIN,,,,,false,,"Idrottsparken, Norrköping",,,,,,,,,
110,1958,championship,Group 2,group,false,,8 June      Yugoslavia,Scotland,,,1,1,DRAW,,,,,false,,"Arosvallen, Västerås",,,,,,,,,
111,1958,championship,Group 2,group,false,,11 June     Yugoslavia,France,,,3,2,A_WIN,,,,,false,,"Arosvallen, Västerås",,,,,,,,,
112,1958,championship,Group 2,group,false,,11 June     Paraguay,Scotland,,,3,2,A_WIN,,,,,false,,"Idrottsparken, Norrköping",,,,,,,,,
113,1958,championship,Group 2,group,false,,15 June     France,Scotland,,,2,1,A_WIN,,,,,false,,"Eyravallen, Örebro",,,,,,,,,
114,1958,championship,Group 2,group,false,,15 June     Paraguay,Yugoslavia,,,3,3,DRAW,,,,,false,,"Tunavallen, Eskilstuna",,,,,,,,,
115,1958,championship,Group 3,group,false,,8 June      Sweden,Mexico,,,3,0,A_WIN,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
116,1958,championship,Group 3,group,false,,8 June      Hungary,Wales,,,1,1,DRAW,,,,,false,,"Jernvallen, Sandviken",,,,,,,,,
117,1958,championship,Group 3,group,false,,11 June     Mexico,Wales,,,1,1,DRAW,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
118,1958,championship,Group 3,group,false,,12 June     Sweden,Hungary,,,2,1,A_WIN,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
119,1958,championship,Group 3,group,false,,15 June     Sweden,Wales,,,0,0,DRAW,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
120,1958,championship,Group 3,group,false,,15 June     Hungary,Mexico,,,4,0,A_WIN,,,,,false,,"Jernvallen, Sandviken",,,,,,,,,
121,1958,championship,Group 3 Play-off,group_playoff,false,,17 June     Wales,Hungary,,,2,1,A_WIN,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
122,1958,championship,Group 4,group,false,,8 June     Brazil,Austria,,,3,0,A_WIN,,,,,false,,"Rimnersvallen, Uddevalla",,,,,,,,,
123,1958,championship,Group 4,group,false,,8 June     Soviet Union,England,,,2,2,DRAW,,,,,false,,"Ullevi, Gothenburg",,,,,,,,,
124,1958,championship,Group 4,group,false,,11 June    Brazil,England,,,0,0,DRAW,,,,,false,,"Ullevi, Gothenburg",,,,,,,,,
125,1958,championship,Group 4,group,false,,11 June    Soviet Union,Austria,,,2,0,A_WIN,,,,,false,,"Ryavallen, Borås",,,,,,,,,
126,1958,championship,Group 4,group,false,,15 June    England,Austria,,,2,2,DRAW,,,,,false,,"Ryavallen, Borås",,,,,,,,,
127,1958,championship,Group 4,group,false,,15 June    Brazil,Soviet Union,,,2,0,A_WIN,,,,,false,,"Ullevi, Gothenburg",,,,,,,,,
128,1958,championship,Group 4 Play-off,group_playoff,false,,17 June    Soviet Union,England,,,1,0,A_WIN,,,,,false,,"Ullevi, Gothenburg",,,,,,,,,
129,1958,championship,Quarter-finals,quarter_final,true,,19 June   France,Northern Ireland,,,4,0,A_WIN,,,,,false,,"Idrottsparken, Norrköping",,,,,,,,,
130,1958,championship,Quarter-finals,quarter_final,true,,19 June   Sweden,Soviet Union,,,2,0,A_WIN,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
131,1958,championship,Quarter-finals,quarter_final,true,,19 June   Brazil,Wales,,,1,0,A_WIN,,,,,false,,"Ullevi, Gothenburg",,,,,,,,,
132,1958,championship,Quarter-finals,quarter_final,true,,19 June   West Germany,Yugoslavia,,,1,0,A_WIN,,,,,false,,"Malmö Stadion, Malmö",,,,,,,,,
133,1958,championship,Semi-finals,semi_final,true,,24 June   France,Brazil,,,2,5,B_WIN,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
134,1958,championship,Semi-finals,semi_final,true,,24 June   West Germany,Sweden,,,1,3,B_WIN,,,,,false,,"Ullevi, Gothenburg",,,,,,,,,
135,1958,championship,Match for third place,third_place,true,,28 June   West Germany,France,,,3,6,B_WIN,,,,,false,,"Ullevi, Gothenburg",,,,,,,,,
136,1958,championship,Final,final,true,,29 June   Sweden,Brazil,,,2,5,B_WIN,,,,,false,,"Råsunda Stadium, Solna",,,,,,,,,
137,1962,championship,Group 1,group,false,,30 May    Uruguay,Colombia,,,2,1,A_WIN,,,,,false,,"Estadio Carlos Dittborn, Arica",,,,,,,,,
138,1962,championship,Group 1,group,false,,31 May    Soviet Union,Yugoslavia,,,2,0,A_WIN,,,,,false,,"Estadio Carlos Dittborn, Arica",,,,,,,,,
139,1962,championship,Group 1,group,false,,2 June    Yugoslavia,Uruguay,,,3,1,A_WIN,,,,,false,,"Estadio Carlos Dittborn, Arica",,,,,,,,,
140,1962,championship,Group 1,group,false,,3 June    Soviet Union,Colombia,,,4,4,DRAW,,,,,false,,"Estadio Carlos Dittborn, Arica",,,,,,,,,
141,1962,championship,Group 1,group,false,,6 June    Soviet Union,Uruguay,,,2,1,A_WIN,,,,,false,,"Estadio Carlos Dittborn, Arica",,,,,,,,,
142,1962,championship,Group 1,group,false,,7 June    Yugoslavia,Colombia,,,5,0,A_WIN,,,,,false,,"Estadio Carlos Dittborn, Arica",,,,,,,,,
143,1962,championship,Group 2,group,false,,30 May    Chile,Switzerland,,,3,1,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
144,1962,championship,Group 2,group,false,,31 May    West Germany,Italy,,,0,0,DRAW,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
145,1962,championship,Group 2,group,false,,2 June    Chile,Italy,,,2,0,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
146,1962,championship,Group 2,group,false,,3 June    West Germany,Switzerland,,,2,1,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
147,1962,championship,Group 2,group,false,,6 June    West Germany,Chile,,,2,0,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
148,1962,championship,Group 2,group,false,,7 June    Italy,Switzerland,,,3,0,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
149,1962,championship,Group 3,group,false,,30 May    Brazil,Mexico,,,2,0,A_WIN,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
150,1962,championship,Group 3,group,false,,31 May    Czechoslovakia,Spain,,,1,0,A_WIN,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
151,1962,championship,Group 3,group,false,,2 June    Brazil,Czechoslovakia,,,0,0,DRAW,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
152,1962,championship,Group 3,group,false,,3 June    Spain,Mexico,,,1,0,A_WIN,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
153,1962,championship,Group 3,group,false,,6 June    Brazil,Spain,,,2,1,A_WIN,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
154,1962,championship,Group 3,group,false,,7 June    Mexico,Czechoslovakia,,,3,1,A_WIN,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
155,1962,championship,Group 4,group,false,,30 May    Argentina,Bulgaria,,,1,0,A_WIN,,,,,false,,"Estadio El Teniente, Rancagua",,,,,,,,,
156,1962,championship,Group 4,group,false,,31 May    Hungary,England,,,2,1,A_WIN,,,,,false,,"Estadio El Teniente, Rancagua",,,,,,,,,
157,1962,championship,Group 4,group,false,,2 June    England,Argentina,,,3,1,A_WIN,,,,,false,,"Estadio El Teniente, Rancagua",,,,,,,,,
158,1962,championship,Group 4,group,false,,3 June    Hungary,Bulgaria,,,6,1,A_WIN,,,,,false,,"Estadio El Teniente, Rancagua",,,,,,,,,
159,1962,championship,Group 4,group,false,,6 June    Hungary,Argentina,,,0,0,DRAW,,,,,false,,"Estadio El Teniente, Rancagua",,,,,,,,,
160,1962,championship,Group 4,group,false,,7 June    England,Bulgaria,,,0,0,DRAW,,,,,false,,"Estadio El Teniente, Rancagua",,,,,,,,,
161,1962,championship,Quarter-finals,quarter_final,true,,10 June   Chile,Soviet Union,,,2,1,A_WIN,,,,,false,,"Estadio Carlos Dittborn, Arica",,,,,,,,,
162,1962,championship,Quarter-finals,quarter_final,true,,10 June   Yugoslavia,West Germany,,,1,0,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
163,1962,championship,Quarter-finals,quarter_final,true,,10 June   Brazil,England,,,3,1,A_WIN,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
164,1962,championship,Quarter-finals,quarter_final,true,,10 June   Czechoslovakia,Hungary,,,1,0,A_WIN,,,,,false,,"Estadio El Teniente, Rancagua",,,,,,,,,
165,1962,championship,Semi-finals,semi_final,true,,13 June   Brazil,Chile,,,4,2,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
166,1962,championship,Semi-finals,semi_final,true,,13 June   Czechoslovakia,Yugoslavia,,,3,1,A_WIN,,,,,false,,"Estadio Sausalito, Viña del Mar",,,,,,,,,
167,1962,championship,Third-place match,third_place,true,,16 June   Chile,Yugoslavia,,,1,0,A_WIN,,,,,false,,"Estadio Nacional, Santiago",,,,,,,,,
