match_id,tournament_year,game_type,stage_raw,stage,is_knockout,match_date,country_a,country_b,country_a_code,country_b_code,goals_a_90,goals_b_90,outcome_90,goals_a_after_extra_time,goals_b_after_extra_time,penalties_a,penalties_b,extra_time,score_details,venue,rank_a,rank_b,ranking_points_a,ranking_points_b,rank_diff,ranking_points_diff,confederation_a,confederation_b,same_confederation
955,2022,championship,Round of 16,round_of_16,true,2022-12-06,Morocco,Spain,MAR,ESP,0,0,DRAW,0,0,3,0,true,"a.e.t. (0-0, 0-0) , 3-0 pen.","Education City Stadium, Al Rayyan",24,7,1551.88,1709.19,-17,-157.31,CAF,UEFA,false
956,2022,championship,Round of 16,round_of_16,true,2022-12-06,Portugal,Switzerland,POR,SUI,6,1,A_WIN,,,,,false,(2-0),"Lusail Iconic Stadium, Lusail",8,14,1674.78,1635.32,6,39.46,UEFA,UEFA,true
957,2022,championship,Quarter-finals,quarter_final,true,2022-12-09,Croatia,Brazil,CRO,BRA,0,0,DRAW,1,1,4,2,true,"a.e.t. (0-0, 0-0) , 4-2 pen.","Education City Stadium, Al Rayyan",16,1,1621.11,1832.69,-15,-211.58,UEFA,CONMEBOL,false
958,2022,championship,Quarter-finals,quarter_final,true,2022-12-09,Netherlands,Argentina,NED,ARG,2,2,DRAW,2,2,3,4,true,"a.e.t. (2-2, 1-0) , 3-4 pen.","Lusail Iconic Stadium, Lusail",10,4,1658.66,1765.13,-6,-106.47,UEFA,CONMEBOL,false
959,2022,championship,Quarter-finals,quarter_final,true,2022-12-10,Morocco,Portugal,MAR,POR,1,0,A_WIN,,,,,false,(1-0),"Al Thumama Stadium, Doha",24,8,1551.88,1674.78,-16,-122.9,CAF,UEFA,false
960,2022,championship,Quarter-finals,quarter_final,true,2022-12-10,England,France,ENG,FRA,1,2,B_WIN,,,,,false,(0-1),"Al Bayt Stadium, Al Khor",5,3,1761.71,1789.85,-2,-28.14,UEFA,UEFA,true
961,2022,championship,Semi-finals,semi_final,true,2022-12-13,Argentina,Croatia,ARG,CRO,3,0,A_WIN,,,,,false,(2-0),"Lusail Iconic Stadium, Lusail",4,16,1765.13,1621.11,12,144.02,CONMEBOL,UEFA,false
962,2022,championship,Semi-finals,semi_final,true,2022-12-14,France,Morocco,FRA,MAR,2,0,A_WIN,,,,,false,(1-0),"Al Bayt Stadium, Al Khor",3,24,1789.85,1551.88,21,237.97,UEFA,CAF,false
963,2022,championship,Match for third place,third_place,true,2022-12-17,Croatia,Morocco,CRO,MAR,2,1,A_WIN,,,,,false,(2-1),"Khalifa International Stadium, Al Rayyan",16,24,1621.11,1551.88,8,69.23,UEFA,CAF,false
964,2022,championship,Final,final,true,2022-12-18,Argentina,France,ARG,FRA,2,2,DRAW,3,3,4,2,true,"a.e.t. (2-2, 2-0) , 4-2 pen.","Lusail Iconic Stadium, Lusail",4,3,1765.13,1789.85,-1,-24.72,CONMEBOL,UEFA,false
965,2026,championship,Group A,group,false,2026-06-11,Mexico,South Africa,MEX,RSA,,,,,,,,false,,Mexico City,15,60,1681.03,1429.73,45,251.3,CONCACAF,CAF,false
966,2026,championship,Group A,group,false,2026-06-11,South Korea,Czech Republic,KOR,CZE,,,,,,,,false,,Guadalajara (Zapopan),25,41,1588.66,1501.38,16,87.28,AFC,UEFA,false
967,2026,championship,Group A,group,false,2026-06-18,Czech Republic,South Africa,CZE,RSA,,,,,,,,false,,Atlanta,41,60,1501.38,1429.73,19,71.65,UEFA,CAF,false
968,2026,championship,Group A,group,false,2026-06-18,Mexico,South Korea,MEX,KOR,,,,,,,,false,,Guadalajara (Zapopan),15,25,1681.03,1588.66,10,92.37,CONCACAF,AFC,false
969,2026,championship,Group A,group,false,2026-06-24,Czech Republic,Mexico,CZE,MEX,,,,,,,,false,,Mexico City,41,15,1501.38,1681.03,-26,-179.65,UEFA,CONCACAF,false
970,2026,championship,Group A,group,false,2026-06-24,South Africa,South Korea,RSA,KOR,,,,,,,,false,,Monterrey (Guadalupe),60,25,1429.73,1588.66,-35,-158.93,CAF,AFC,false
971,2026,championship,Group B,group,false,2026-06-12,Canada,Bosnia & Herzegovina,CAN,BIH,,,,,,,,false,,Toronto,30,65,1556.48,1385.84,35,170.64,CONCACAF,UEFA,false
972,2026,championship,Group B,group,false,2026-06-13,Qatar,Switzerland,QAT,SUI,,,,,,,,false,,San Francisco Bay Area (Santa Clara),55,19,1454.96,1649.4,-36,-194.44,AFC,UEFA,false
973,2026,championship,Group B,group,false,2026-06-18,Switzerland,Bosnia & Herzegovina,SUI,BIH,,,,,,,,false,,Los Angeles (Inglewood),19,65,1649.4,1385.84,46,263.56,UEFA,UEFA,true
974,2026,championship,Group B,group,false,2026-06-18,Canada,Qatar,CAN,QAT,,,,,,,,false,,Vancouver,30,55,1556.48,1454.96,25,101.52,CONCACAF,AFC,false
975,2026,championship,Group B,group,false,2026-06-24,Switzerland,Canada,SUI,CAN,,,,,,,,false,,Vancouver,19,30,1649.4,1556.48,11,92.92,UEFA,CONCACAF,false
976,2026,championship,Group B,group,false,2026-06-24,Bosnia & Herzegovina,Qatar,BIH,QAT,,,,,,,,false,,Seattle,65,55,1385.84,1454.96,-10,-69.12,UEFA,AFC,false
977,2026,championship,Group C,group,false,2026-06-13,Brazil,Morocco,BRA,MAR,,,,,,,,false,,New York/New Jersey (East Rutherford),6,8,1761.16,1755.87,2,5.29,CONMEBOL,CAF,false
978,2026,championship,Group C,group,false,2026-06-13,Haiti,Scotland,HAI,SCO,,,,,,,,false,,Boston (Foxborough),83,43,1291.71,1498.35,-40,-206.64,CONCACAF,UEFA,false
979,2026,championship,Group C,group,false,2026-06-19,Scotland,Morocco,SCO,MAR,,,,,,,,false,,Boston (Foxborough),43,8,1498.35,1755.87,-35,-257.52,UEFA,CAF,false
980,2026,championship,Group C,group,false,2026-06-19,Brazil,Haiti,BRA,HAI,,,,,,,,false,,Philadelphia,6,83,1761.16,1291.71,77,469.45,CONMEBOL,CONCACAF,false
981,2026,championship,Group C,group,false,2026-06-24,Scotland,Brazil,SCO,BRA,,,,,,,,false,,Miami (Miami Gardens),43,6,1498.35,1761.16,-37,-262.81,UEFA,CONMEBOL,false
982,2026,championship,Group C,group,false,2026-06-24,Morocco,Haiti,MAR,HAI,,,,,,,,false,,Atlanta,8,83,1755.87,1291.71,75,464.16,CAF,CONCACAF,false
983,2026,championship,Group D,group,false,2026-06-12,USA,Paraguay,USA,PAR,,,,,,,,false,,Los Angeles (Inglewood),16,40,1673.13,1503.5,24,169.63,CONCACAF,CONMEBOL,false
984,2026,championship,Group D,group,false,2026-06-13,Australia,Turkey,AUS,TUR,,,,,,,,false,,Vancouver,27,22,1580.67,1599.04,-5,-18.37,AFC,UEFA,false
985,2026,championship,Group D,group,false,2026-06-19,USA,Australia,USA,AUS,,,,,,,,false,,Seattle,16,27,1673.13,1580.67,11,92.46,CONCACAF,AFC,false
986,2026,championship,Group D,group,false,2026-06-19,Turkey,Paraguay,TUR,PAR,,,,,,,,false,,San Francisco Bay Area (Santa Clara),22,40,1599.04,1503.5,18,95.54,UEFA,CONMEBOL,false
987,2026,championship,Group D,group,false,2026-06-25,Turkey,USA,TUR,USA,,,,,,,,false,,Los Angeles (Inglewood),22,16,1599.04,1673.13,-6,-74.09,UEFA,CONCACAF,false
988,2026,championship,Group D,group,false,2026-06-25,Paraguay,Australia,PAR,AUS,,,,,,,,false,,San Francisco Bay Area (Santa Clara),40,27,1503.5,1580.67,-13,-77.17,CONMEBOL,AFC,false
989,2026,championship,Group E,group,false,2026-06-14,Germany,Curaçao,GER,CUW,,,,,,,,false,,Houston,10,82,1730.37,1294.65,72,435.72,UEFA,CONCACAF,false
990,2026,championship,Group E,group,false,2026-06-14,Ivory Coast,Ecuador,CIV,ECU,,,,,,,,false,,Philadelphia,34,23,1532.98,1594.78,-11,-61.8,CAF,CONMEBOL,false
991,2026,championship,Group E,group,false,2026-06-20,Germany,Ivory Coast,GER,CIV,,,,,,,,false,,Toronto,10,34,1730.37,1532.98,24,197.39,UEFA,CAF,false
992,2026,championship,Group E,group,false,2026-06-20,Ecuador,Curaçao,ECU,CUW,,,,,,,,false,,Kansas City,23,82,1594.78,1294.65,59,300.13,CONMEBOL,CONCACAF,false
993,2026,championship,Group E,group,false,2026-06-25,Curaçao,Ivory Coast,CUW,CIV,,,,,,,,false,,Philadelphia,82,34,1294.65,1532.98,-48,-238.33,CONCACAF,CAF,false
994,2026,championship,Group E,group,false,2026-06-25,Ecuador,Germany,ECU,GER,,,,,,,,false,,New York/New Jersey (East Rutherford),23,10,1594.78,1730.37,-13,-135.59,CONMEBOL,UEFA,false
995,2026,championship,Group F,group,false,2026-06-14,Netherlands,Japan,NED,JPN,,,,,,,,false,,Dallas (Arlington),7,18,1757.87,1660.43,11,97.44,UEFA,AFC,false
996,2026,championship,Group F,group,false,2026-06-14,Sweden,Tunisia,SWE,TUN,,,,,,,,false,,Monterrey (Guadalupe),38,44,1514.77,1483.05,6,31.72,UEFA,CAF,false
997,2026,championship,Group F,group,false,2026-06-20,Netherlands,Sweden,NED,SWE,,,,,,,,false,,Houston,7,38,1757.87,1514.77,31,243.1,UEFA,UEFA,true
998,2026,championship,Group F,group,false,2026-06-20,Tunisia,Japan,TUN,JPN,,,,,,,,false,,Monterrey (Guadalupe),44,18,1483.05,1660.43,-26,-177.38,CAF,AFC,false
999,2026,championship,Group F,group,false,2026-06-25,Japan,Sweden,JPN,SWE,,,,,,,,false,,Dallas (Arlington),18,38,1660.43,1514.77,20,145.66,AFC,UEFA,false
1000,2026,championship,Group F,group,false,2026-06-25,Tunisia,Netherlands,TUN,NED,,,,,,,,false,,Kansas City,44,7,1483.05,1757.87,-37,-274.82,CAF,UEFA,false
1001,2026,championship,Group G,group,false,2026-06-15,Belgium,Egypt,BEL,EGY,,,,,,,,false,,Seattle,9,29,1734.71,1563.24,20,171.47,UEFA,CAF,false
1002,2026,championship,Group G,group,false,2026-06-15,Iran,New Zealand,IRN,NZL,,,,,,,,false,,Los Angeles (Inglewood),21,85,1615.3,1281.57,64,333.73,AFC,OFC,false
1003,2026,championship,Group G,group,false,2026-06-21,Belgium,Iran,BEL,IRN,,,,,,,,false,,Los Angeles (Inglewood),9,21,1734.71,1615.3,12,119.41,UEFA,AFC,false
1004,2026,championship,Group G,group,false,2026-06-21,New Zealand,Egypt,NZL,EGY,,,,,,,,false,,Vancouver,85,29,1281.57,1563.24,-56,-281.67,OFC,CAF,false
1005,2026,championship,Group G,group,false,2026-06-26,Egypt,Iran,EGY,IRN,,,,,,,,false,,Seattle,29,21,1563.24,1615.3,-8,-52.06,CAF,AFC,false
1006,2026,championship,Group G,group,false,2026-06-26,New Zealand,Belgium,NZL,BEL,,,,,,,,false,,Vancouver,85,9,1281.57,1734.71,-76,-453.14,OFC,UEFA,false
1007,2026,championship,Group H,group,false,2026-06-15,Spain,Cape Verde,ESP,CPV,,,,,,,,false,,Atlanta,2,69,1876.4,1366.13,67,510.27,UEFA,CAF,false
1008,2026,championship,Group H,group,false,2026-06-15,Saudi Arabia,Uruguay,KSA,URU,,,,,,,,false,,Miami (Miami Gardens),61,17,1421.43,1673.07,-44,-251.64,AFC,CONMEBOL,false
1009,2026,championship,Group H,group,false,2026-06-21,Spain,Saudi Arabia,ESP,KSA,,,,,,,,false,,Atlanta,2,61,1876.4,1421.43,59,454.97,UEFA,AFC,false
1010,2026,championship,Group H,group,false,2026-06-21,Uruguay,Cape Verde,URU,CPV,,,,,,,,false,,Miami (Miami Gardens),17,69,1673.07,1366.13,52,306.94,CONMEBOL,CAF,false
1011,2026,championship,Group H,group,false,2026-06-26,Cape Verde,Saudi Arabia,CPV,KSA,,,,,,,,false,,Houston,69,61,1366.13,1421.43,-8,-55.3,CAF,AFC,false
1012,2026,championship,Group H,group,false,2026-06-26,Uruguay,Spain,URU,ESP,,,,,,,,false,,Guadalajara (Zapopan),17,2,1673.07,1876.4,-15,-203.33,CONMEBOL,UEFA,false
1013,2026,championship,Group I,group,false,2026-06-16,France,Senegal,FRA,SEN,,,,,,,,false,,New York/New Jersey (East Rutherford),1,14,1877.32,1688.99,13,188.33,UEFA,CAF,false
1014,2026,championship,Group I,group,false,2026-06-16,Iraq,Norway,IRQ,NOR,,,,,,,,false,,Boston (Foxborough),57,31,1447.14,1550.94,-26,-103.8,AFC,UEFA,false
1015,2026,championship,Group I,group,false,2026-06-22,France,Iraq,FRA,IRQ,,,,,,,,false,,Philadelphia,1,57,1877.32,1447.14,56,430.18,UEFA,AFC,false
1016,2026,championship,Group I,group,false,2026-06-22,Norway,Senegal,NOR,SEN,,,,,,,,false,,New York/New Jersey (East Rutherford),31,14,1550.94,1688.99,-17,-138.05,UEFA,CAF,false
1017,2026,championship,Group I,group,false,2026-06-26,Norway,France,NOR,FRA,,,,,,,,false,,Boston (Foxborough),31,1,1550.94,1877.32,-30,-326.38,UEFA,UEFA,true
1018,2026,championship,Group I,group,false,2026-06-26,Senegal,Iraq,SEN,IRQ,,,,,,,,false,,Toronto,14,57,1688.99,1447.14,43,241.85,CAF,AFC,false
1019,2026,championship,Group J,group,false,2026-06-16,Argentina,Algeria,ARG,ALG,,,,,,,,false,,Kansas City,3,28,1874.81,1564.26,25,310.55,CONMEBOL,CAF,false
1020,2026,championship,Group J,group,false,2026-06-16,Austria,Jordan,AUT,JOR,,,,,,,,false,,San Francisco Bay Area (Santa Clara),24,63,1593.45,1391.45,39,202,UEFA,AFC,false
1021,2026,championship,Group J,group,false,2026-06-22,Argentina,Austria,ARG,AUT,,,,,,,,false,,Dallas (Arlington),3,24,1874.81,1593.45,21,281.36,CONMEBOL,UEFA,false
1022,2026,championship,Group J,group,false,2026-06-22,Jordan,Algeria,JOR,ALG,,,,,,,,false,,San Francisco Bay Area (Santa Clara),63,28,1391.45,1564.26,-35,-172.81,AFC,CAF,false
1023,2026,championship,Group J,group,false,2026-06-27,Algeria,Austria,ALG,AUT,,,,,,,,false,,Kansas City,28,24,1564.26,1593.45,-4,-29.19,CAF,UEFA,false
1024,2026,championship,Group J,group,false,2026-06-27,Jordan,Argentina,JOR,ARG,,,,,,,,false,,Dallas (Arlington),63,3,1391.45,1874.81,-60,-483.36,AFC,CONMEBOL,false
1025,2026,championship,Group K,group,false,2026-06-17,Portugal,DR Congo,POR,COD,,,,,,,,false,,Houston,5,46,1763.83,1478.35,41,285.48,UEFA,CAF,false
1026,2026,championship,Group K,group,false,2026-06-17,Uzbekistan,Colombia,UZB,COL,,,,,,,,false,,Mexico City,50,13,1465.34,1693.09,-37,-227.75,AFC,CONMEBOL,false
1027,2026,championship,Group K,group,false,2026-06-23,Portugal,Uzbekistan,POR,UZB,,,,,,,,false,,Houston,5,50,1763.83,1465.34,45,298.49,UEFA,AFC,false
1028,2026,championship,Group K,group,false,2026-06-23,Colombia,DR Congo,COL,COD,,,,,,,,false,,Guadalajara (Zapopan),13,46,1693.09,1478.35,33,214.74,CONMEBOL,CAF,false
1029,2026,championship,Group K,group,false,2026-06-27,Colombia,Portugal,COL,POR,,,,,,,,false,,Miami (Miami Gardens),13,5,1693.09,1763.83,-8,-70.74,CONMEBOL,UEFA,false
1030,2026,championship,Group K,group,false,2026-06-27,DR Congo,Uzbekistan,COD,UZB,,,,,,,,false,,Atlanta,46,50,1478.35,1465.34,4,13.01,CAF,AFC,false
1031,2026,championship,Group L,group,false,2026-06-17,England,Croatia,ENG,CRO,,,,,,,,false,,Dallas (Arlington),4,11,1825.97,1717.07,7,108.9,UEFA,UEFA,true
1032,2026,championship,Group L,group,false,2026-06-17,Ghana,Panama,GHA,PAN,,,,,,,,false,,Toronto,74,33,1346.31,1540.64,-41,-194.33,CAF,CONCACAF,false
1033,2026,championship,Group L,group,false,2026-06-23,England,Ghana,ENG,GHA,,,,,,,,false,,Boston (Foxborough),4,74,1825.97,1346.31,70,479.66,UEFA,CAF,false
1034,2026,championship,Group L,group,false,2026-06-23,Panama,Croatia,PAN,CRO,,,,,,,,false,,Toronto,33,11,1540.64,1717.07,-22,-176.43,CONCACAF,UEFA,false
1035,2026,championship,Group L,group,false,2026-06-27,Panama,England,PAN,ENG,,,,,,,,false,,New York/New Jersey (East Rutherford),33,4,1540.64,1825.97,-29,-285.33,CONCACAF,UEFA,false
1036,2026,championship,Group L,group,false,2026-06-27,Croatia,Ghana,CRO,GHA,,,,,,,,false,,Philadelphia,11,74,1717.07,1346.31,63,370.76,UEFA,CAF,false
1037,2026,championship,Round of 32,round_of_32,true,2026-06-28,2A,2B,,,,,,,,,,false,,Los Angeles (Inglewood),,,,,,,,,
1038,2026,championship,Round of 32,round_of_32,true,2026-06-29,1E,3A/B/C/D/F,,,,,,,,,,false,,Boston (Foxborough),,,,,,,,,
1039,2026,championship,Round of 32,round_of_32,true,2026-06-29,1F,2C,,,,,,,,,,false,,Monterrey (Guadalupe),,,,,,,,,
1040,2026,championship,Round of 32,round_of_32,true,2026-06-29,1C,2F,,,,,,,,,,false,,Houston,,,,,,,,,
1041,2026,championship,Round of 32,round_of_32,true,2026-06-30,1I,3C/D/F/G/H,,,,,,,,,,false,,New York/New Jersey (East Rutherford),,,,,,,,,
1042,2026,championship,Round of 32,round_of_32,true,2026-06-30,2E,2I,,,,,,,,,,false,,Dallas (Arlington),,,,,,,,,
1043,2026,championship,Round of 32,round_of_32,true,2026-06-30,1A,3C/E/F/H/I,,,,,,,,,,false,,Mexico City,,,,,,,,,
1044,2026,championship,Round of 32,round_of_32,true,2026-07-01,1L,3E/H/I/J/K,,,,,,,,,,false,,Atlanta,,,,,,,,,
1045,2026,championship,Round of 32,round_of_32,true,2026-07-01,1D,3B/E/F/I/J,,,,,,,,,,false,,San Francisco Bay Area (Santa Clara),,,,,,,,,
1046,2026,championship,Round of 32,round_of_32,true,2026-07-01,1G,3A/E/H/I/J,,,,,,,,,,false,,Seattle,,,,,,,,,
1047,2026,championship,Round of 32,round_of_32,true,2026-07-02,2K,2L,,,,,,,,,,false,,Toronto,,,,,,,,,
1048,2026,championship,Round of 32,round_of_32,true,2026-07-02,1H,2J,,,,,,,,,,false,,Los Angeles (Inglewood),,,,,,,,,
1049,2026,championship,Round of 32,round_of_32,true,2026-07-02,1B,3E/F/G/I/J,,,,,,,,,,false,,Vancouver,,,,,,,,,
1050,2026,championship,Round of 32,round_of_32,true,2026-07-03,1J,2H,,,,,,,,,,false,,Miami (Miami Gardens),,,,,,,,,
1051,2026,championship,Round of 32,round_of_32,true,2026-07-03,1K,3D/E/I/J/L,,,,,,,,,,false,,Kansas City,,,,,,,,,
1052,2026,championship,Round of 32,round_of_32,true,2026-07-03,2D,2G,,,,,,,,,,false,,Dallas (Arlington),,,,,,,,,
1053,2026,championship,Round of 16,round_of_16,true,2026-07-04,W74,W77,,,,,,,,,,false,,Philadelphia,,,,,,,,,
1054,2026,championship,Round of 16,round_of_16,true,2026-07-04,W73,W75,,,,,,,,,,false,,Houston,,,,,,,,,
1055,2026,championship,Round of 16,round_of_16,true,2026-07-05,W76,W78,,,,,,,,,,false,,New York/New Jersey (East Rutherford),,,,,,,,,
1056,2026,championship,Round of 16,round_of_16,true,2026-07-05,W79,W80,,,,,,,,,,false,,Mexico City,,,,,,,,,
1057,2026,championship,Round of 16,round_of_16,true,2026-07-06,W83,W84,,,,,,,,,,false,,Dallas (Arlington),,,,,,,,,
1058,2026,championship,Round of 16,round_of_16,true,2026-07-06,W81,W82,,,,,,,,,,false,,Seattle,,,,,,,,,
1059,2026,championship,Round of 16,round_of_16,true,2026-07-07,W86,W88,,,,,,,,,,false,,Atlanta,,,,,,,,,
1060,2026,championship,Round of 16,round_of_16,true,2026-07-07,W85,W87,,,,,,,,,,false,,Vancouver,,,,,,,,,
1061,2026,championship,Quarter-final,quarter_final,true,2026-07-09,W89,W90,,,,,,,,,,false,,Boston (Foxborough),,,,,,,,,
1062,2026,championship,Quarter-final,quarter_final,true,2026-07-10,W93,W94,,,,,,,,,,false,,Los Angeles (Inglewood),,,,,,,,,
1063,2026,championship,Quarter-final,quarter_final,true,2026-07-11,W91,W92,,,,,,,,,,false,,Miami (Miami Gardens),,,,,,,,,
1064,2026,championship,Quarter-final,quarter_final,true,2026-07-11,W95,W96,,,,,,,,,,false,,Kansas City,,,,,,,,,
1065,2026,championship,Semi-final,semi_final,true,2026-07-14,W97,W98,,,,,,,,,,false,,Dallas (Arlington),,,,,,,,,
1066,2026,championship,Semi-final,semi_final,true,2026-07-15,W99,W100,,,,,,,,,,false,,Atlanta,,,,,,,,,
1067,2026,championship,Match for third place,third_place,true,2026-07-18,L101,L102,,,,,,,,,,false,,Miami (Miami Gardens),,,,,,,,,
1068,2026,championship,Final,final,true,2026-07-19,W101,W102,,,,,,,,,,false,,New York/New Jersey (East Rutherford),,,,,,,,,
